age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
49,admin.,married,secondary,no,1058,no,no,telephone,17,nov,291,3,-1,0,unknown,no
61,retired,married,secondary,no,1058,no,no,cellular,27,jul,218,2,91,3,success,yes
31,blue-collar,married,secondary,no,435,yes,no,unknown,21,may,204,1,-1,0,unknown,no
49,services,married,secondary,no,-8,yes,no,unknown,8,may,1119,1,-1,0,unknown,yes
31,blue-collar,married,secondary,no,631,yes,no,cellular,20,apr,211,2,152,2,failure,no
57,admin.,divorced,secondary,yes,-435,yes,yes,cellular,6,feb,89,5,273,2,failure,no
31,blue-collar,married,secondary,no,1779,yes,no,unknown,5,jun,85,2,-1,0,unknown,no
22,services,single,secondary,no,250,yes,no,cellular,18,may,117,3,-1,0,unknown,no
42,services,married,primary,no,0,no,no,cellular,17,jul,397,1,-1,0,unknown,no
39,blue-collar,single,secondary,no,1986,no,yes,unknown,19,jun,367,1,-1,0,unknown,no
40,self-employed,married,primary,no,771,yes,no,unknown,14,may,166,1,-1,0,unknown,no
30,technician,single,tertiary,no,432,yes,yes,unknown,3,jun,180,3,-1,0,unknown,no
58,blue-collar,divorced,secondary,no,1103,yes,no,cellular,2,feb,226,1,202,4,failure,no
45,admin.,married,primary,no,895,yes,no,unknown,29,may,480,2,-1,0,unknown,no
33,management,married,tertiary,no,271,yes,no,cellular,14,aug,801,2,-1,0,unknown,yes
40,entrepreneur,married,tertiary,no,1953,yes,no,unknown,6,jun,112,5,-1,0,unknown,no
51,management,married,tertiary,no,469,no,no,cellular,14,oct,491,1,182,3,success,yes
41,technician,divorced,secondary,no,75,no,no,cellular,20,aug,351,2,-1,0,unknown,no
38,blue-collar,married,secondary,yes,-10,no,no,unknown,11,jun,174,1,-1,0,unknown,no
33,management,married,tertiary,no,584,yes,no,cellular,25,aug,508,5,-1,0,unknown,no
27,management,single,tertiary,no,405,yes,no,cellular,7,may,129,2,-1,0,unknown,no
36,blue-collar,married,primary,no,223,yes,no,unknown,14,jul,12,3,-1,0,unknown,no
46,admin.,divorced,secondary,no,984,yes,no,cellular,12,may,181,4,369,5,failure,no
33,blue-collar,married,secondary,no,-63,yes,no,cellular,15,may,126,2,350,1,failure,no
60,housemaid,married,unknown,no,10285,no,no,unknown,6,jun,174,2,-1,0,unknown,no
52,management,married,tertiary,no,809,no,no,cellular,4,aug,121,1,-1,0,unknown,no
39,management,single,tertiary,no,0,no,no,cellular,6,aug,135,2,-1,0,unknown,no
60,retired,divorced,secondary,no,545,yes,no,unknown,6,may,1030,1,-1,0,unknown,yes
25,blue-collar,married,secondary,no,-102,no,no,cellular,25,jul,466,1,-1,0,unknown,no
33,management,single,tertiary,no,8514,no,no,cellular,16,oct,165,1,57,1,failure,no
48,services,married,secondary,no,51,yes,yes,cellular,2,feb,90,1,262,1,failure,no
34,self-employed,single,tertiary,no,90,no,no,cellular,2,jun,84,1,-1,0,unknown,no
42,blue-collar,single,secondary,no,-178,yes,no,cellular,15,jul,178,3,-1,0,unknown,no
40,admin.,single,secondary,no,118,yes,no,unknown,8,may,383,3,-1,0,unknown,no
29,technician,single,tertiary,no,218,yes,no,cellular,12,apr,169,1,-1,0,unknown,no
45,technician,married,primary,no,-322,no,no,unknown,9,jun,225,2,-1,0,unknown,no
38,management,divorced,tertiary,no,441,yes,no,cellular,30,jan,67,1,-1,0,unknown,no
51,technician,married,secondary,no,143,yes,no,unknown,16,may,627,1,-1,0,unknown,no
25,student,single,secondary,no,486,no,no,cellular,13,sep,273,3,199,4,failure,yes
33,entrepreneur,single,tertiary,no,99,no,yes,cellular,31,jul,192,3,-1,0,unknown,no
59,retired,married,primary,no,-119,yes,no,unknown,6,may,289,1,-1,0,unknown,no
50,management,married,tertiary,no,19,no,yes,cellular,23,jul,205,1,-1,0,unknown,no
41,management,divorced,tertiary,no,3426,no,no,cellular,4,jun,102,2,297,3,failure,yes
38,admin.,single,secondary,no,4023,no,no,unknown,11,jun,339,2,-1,0,unknown,no
40,management,married,tertiary,no,1584,yes,no,telephone,21,nov,661,1,-1,0,unknown,no
39,blue-collar,married,primary,no,192,no,no,unknown,4,jul,433,1,-1,0,unknown,no
54,self-employed,married,secondary,no,641,yes,no,cellular,20,nov,399,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,243,yes,yes,unknown,14,may,345,2,-1,0,unknown,no
43,housemaid,married,secondary,no,743,no,yes,cellular,23,jul,323,3,-1,0,unknown,no
29,blue-collar,divorced,unknown,no,101,yes,no,cellular,18,may,295,2,355,4,failure,no
27,self-employed,single,tertiary,no,5214,yes,no,unknown,28,may,94,1,-1,0,unknown,no
48,blue-collar,married,primary,no,347,no,no,cellular,19,aug,199,3,-1,0,unknown,no
35,services,married,secondary,no,63,no,yes,cellular,10,jul,480,4,-1,0,unknown,no
33,entrepreneur,married,secondary,no,1847,yes,no,unknown,23,may,129,6,-1,0,unknown,no
41,admin.,married,tertiary,no,5426,yes,no,unknown,14,may,149,2,-1,0,unknown,no
30,technician,single,secondary,no,863,yes,no,unknown,16,may,1193,5,-1,0,unknown,yes
36,technician,married,secondary,no,1345,yes,no,unknown,30,may,231,3,-1,0,unknown,no
29,self-employed,married,secondary,no,-76,yes,no,unknown,27,may,305,2,-1,0,unknown,no
26,entrepreneur,married,tertiary,yes,144,no,yes,cellular,25,jul,730,1,-1,0,unknown,no
31,housemaid,married,secondary,no,0,yes,no,unknown,9,may,327,2,-1,0,unknown,no
38,blue-collar,married,primary,no,298,no,no,unknown,16,jun,147,1,-1,0,unknown,no
30,admin.,single,secondary,no,387,yes,no,unknown,8,may,75,1,-1,0,unknown,no
53,housemaid,divorced,primary,no,947,yes,no,unknown,5,may,163,1,-1,0,unknown,no
53,services,married,secondary,no,2925,yes,no,unknown,15,may,1392,4,-1,0,unknown,no
45,blue-collar,married,secondary,no,10252,no,no,cellular,22,sep,173,1,141,2,success,yes
34,management,married,tertiary,no,0,no,no,cellular,11,aug,331,2,-1,0,unknown,no
50,blue-collar,married,primary,no,811,no,no,unknown,11,jun,103,3,-1,0,unknown,no
36,management,married,tertiary,no,171,no,no,cellular,12,aug,92,2,-1,0,unknown,no
48,admin.,married,secondary,no,-379,yes,no,cellular,22,jul,599,2,-1,0,unknown,no
39,management,single,tertiary,no,202,yes,no,cellular,12,may,59,1,301,1,other,no
56,blue-collar,divorced,secondary,no,486,yes,no,unknown,18,jun,577,4,-1,0,unknown,no
53,blue-collar,married,secondary,no,136,yes,no,unknown,15,may,99,1,-1,0,unknown,no
29,management,single,tertiary,no,765,no,no,cellular,16,nov,238,1,-1,0,unknown,yes
51,services,single,secondary,no,5610,yes,no,cellular,19,nov,69,2,-1,0,unknown,no
27,blue-collar,single,primary,no,553,yes,no,unknown,20,jun,157,3,-1,0,unknown,no
32,blue-collar,divorced,unknown,no,291,yes,yes,unknown,27,jun,120,6,-1,0,unknown,no
44,services,married,secondary,no,-75,yes,no,unknown,26,may,104,1,-1,0,unknown,no
33,services,married,tertiary,no,570,no,no,cellular,25,may,70,1,-1,0,unknown,no
54,management,married,tertiary,no,4112,no,no,unknown,19,jun,86,1,-1,0,unknown,no
45,blue-collar,single,tertiary,no,-243,no,yes,cellular,8,jul,171,2,-1,0,unknown,no
39,management,married,tertiary,yes,47,no,no,unknown,16,jun,84,3,-1,0,unknown,no
32,services,married,secondary,no,413,yes,no,telephone,13,may,67,1,365,1,failure,no
38,management,single,tertiary,no,470,no,no,cellular,7,aug,87,2,-1,0,unknown,no
42,management,married,tertiary,no,187,no,no,cellular,11,aug,64,1,-1,0,unknown,no
30,admin.,single,secondary,no,1282,yes,no,cellular,6,may,346,3,356,2,other,no
54,retired,divorced,tertiary,no,185,yes,no,telephone,13,may,413,6,-1,0,unknown,no
31,management,married,tertiary,no,302,yes,yes,cellular,4,feb,181,1,257,1,failure,no
27,admin.,single,tertiary,no,689,no,no,cellular,26,jan,98,1,307,1,failure,no
35,management,single,tertiary,no,837,no,no,cellular,4,aug,329,1,-1,0,unknown,no
32,services,married,secondary,yes,-220,yes,yes,cellular,25,jul,123,2,-1,0,unknown,no
53,entrepreneur,married,tertiary,no,1961,no,no,cellular,15,dec,351,1,-1,0,unknown,yes
35,blue-collar,married,primary,no,3279,no,no,unknown,5,jun,240,2,-1,0,unknown,no
45,admin.,married,primary,no,542,no,no,cellular,11,may,8,5,350,3,other,no
32,management,single,tertiary,no,354,no,no,cellular,12,aug,363,1,104,3,success,no
42,blue-collar,divorced,unknown,no,0,no,no,cellular,7,jul,64,2,-1,0,unknown,no
42,blue-collar,single,secondary,no,1279,yes,no,unknown,18,jun,347,4,-1,0,unknown,no
34,technician,married,secondary,no,256,yes,no,cellular,12,aug,201,2,267,1,failure,no
45,housemaid,married,tertiary,no,143,no,no,unknown,18,jun,83,1,-1,0,unknown,no
42,admin.,divorced,secondary,no,490,no,no,cellular,31,jul,196,4,-1,0,unknown,no
47,services,married,secondary,no,759,yes,no,telephone,8,may,75,1,323,2,failure,no
40,self-employed,married,tertiary,no,355,yes,no,cellular,17,jul,1390,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,7107,yes,no,cellular,17,apr,882,2,-1,0,unknown,no
43,admin.,married,tertiary,no,189,yes,no,cellular,14,jul,1062,4,-1,0,unknown,yes
47,self-employed,married,secondary,no,318,no,no,cellular,21,nov,83,1,-1,0,unknown,no
40,blue-collar,married,primary,no,-335,yes,no,unknown,27,may,260,1,-1,0,unknown,no
44,management,married,tertiary,no,2283,yes,yes,unknown,18,jun,81,2,-1,0,unknown,no
30,admin.,single,secondary,no,313,yes,no,cellular,4,feb,1121,2,-1,0,unknown,yes
47,housemaid,single,tertiary,no,3232,no,no,telephone,6,oct,541,1,204,3,failure,no
37,management,married,tertiary,no,0,yes,no,cellular,23,apr,242,5,153,7,failure,yes
34,management,married,tertiary,no,5334,no,no,cellular,7,aug,385,4,-1,0,unknown,no
42,management,single,tertiary,no,2032,yes,no,cellular,24,jul,1173,4,-1,0,unknown,no
50,blue-collar,married,secondary,no,810,yes,no,unknown,14,may,19,14,-1,0,unknown,no
26,student,single,secondary,no,655,no,no,cellular,16,sep,190,1,-1,0,unknown,yes
47,technician,divorced,secondary,no,-105,no,no,telephone,28,aug,192,2,-1,0,unknown,no
32,management,married,tertiary,no,0,no,no,cellular,29,aug,183,2,-1,0,unknown,no
40,services,divorced,unknown,no,5847,no,no,telephone,17,nov,206,1,-1,0,unknown,no
41,technician,married,secondary,no,112,yes,no,cellular,17,nov,1081,1,131,1,failure,no
54,admin.,divorced,secondary,no,735,no,no,cellular,28,oct,300,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,360,yes,no,unknown,23,may,395,1,-1,0,unknown,no
52,blue-collar,married,secondary,no,1500,no,yes,unknown,20,jun,109,3,-1,0,unknown,no
46,blue-collar,married,primary,no,252,yes,no,unknown,15,may,570,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,577,yes,no,cellular,13,may,154,2,350,3,failure,no
33,technician,single,secondary,no,121,no,no,cellular,26,aug,210,6,-1,0,unknown,no
41,management,married,secondary,yes,-771,no,yes,unknown,20,jun,343,2,-1,0,unknown,no
48,services,married,secondary,no,74,no,no,cellular,2,feb,201,1,-1,0,unknown,no
27,management,single,tertiary,no,207,no,no,telephone,26,may,240,4,-1,0,unknown,no
31,housemaid,married,primary,no,-367,yes,yes,telephone,7,jul,352,2,-1,0,unknown,no
43,entrepreneur,married,primary,no,1318,yes,yes,telephone,11,may,10,8,-1,0,unknown,no
46,blue-collar,married,secondary,no,71,yes,no,unknown,6,may,416,1,-1,0,unknown,no
39,management,married,tertiary,no,20932,no,no,cellular,21,nov,127,2,-1,0,unknown,no
46,admin.,single,secondary,no,148,yes,no,cellular,5,may,85,4,-1,0,unknown,no
31,admin.,single,secondary,no,1588,yes,no,unknown,3,jun,14,1,-1,0,unknown,no
34,technician,married,secondary,no,1641,yes,no,cellular,17,apr,380,1,-1,0,unknown,no
57,management,married,secondary,no,82,no,yes,telephone,4,feb,140,1,-1,0,unknown,no
26,services,single,secondary,no,49,no,no,cellular,30,jan,397,1,-1,0,unknown,no
52,technician,divorced,secondary,no,-558,no,no,cellular,14,aug,152,5,-1,0,unknown,no
52,management,married,tertiary,no,2063,yes,no,cellular,17,nov,114,1,-1,0,unknown,no
35,entrepreneur,married,tertiary,no,-31,yes,no,cellular,21,nov,171,2,-1,0,unknown,no
30,technician,married,secondary,no,616,yes,no,cellular,6,may,19,1,-1,0,unknown,no
27,technician,single,tertiary,no,401,no,no,cellular,6,aug,218,3,93,2,success,yes
30,management,single,tertiary,no,2876,no,no,cellular,6,aug,103,4,-1,0,unknown,no
45,blue-collar,married,secondary,no,10252,no,no,cellular,4,may,675,2,-1,0,unknown,yes
26,management,single,tertiary,no,1494,yes,no,cellular,6,may,477,2,-1,0,unknown,no
56,management,married,tertiary,no,1407,no,no,cellular,1,jun,388,1,-1,0,unknown,no
38,admin.,single,secondary,no,100,yes,no,unknown,7,may,786,1,-1,0,unknown,yes
34,technician,married,secondary,no,-259,yes,no,unknown,27,may,124,2,-1,0,unknown,no
55,technician,married,secondary,no,1205,yes,no,unknown,5,may,158,2,-1,0,unknown,no
43,management,married,tertiary,no,68,yes,no,cellular,17,nov,31,2,-1,0,unknown,no
59,management,married,tertiary,no,4152,yes,no,cellular,1,oct,67,6,141,13,failure,no
34,blue-collar,married,primary,no,1255,yes,yes,unknown,26,may,188,7,-1,0,unknown,no
38,management,married,tertiary,no,1257,no,no,cellular,12,oct,166,1,-1,0,unknown,no
26,student,single,secondary,no,766,no,no,cellular,9,apr,125,6,-1,0,unknown,no
52,technician,married,secondary,no,11,yes,no,unknown,13,may,420,1,-1,0,unknown,no
55,management,married,tertiary,no,4982,yes,no,telephone,18,nov,51,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,525,yes,no,unknown,20,jun,10,6,-1,0,unknown,no
51,self-employed,single,secondary,no,1640,yes,no,unknown,15,may,67,4,-1,0,unknown,no
53,blue-collar,married,secondary,no,6112,no,no,cellular,3,feb,211,1,-1,0,unknown,yes
33,management,married,secondary,no,480,yes,no,cellular,18,nov,422,2,-1,0,unknown,no
38,management,married,tertiary,no,272,yes,no,cellular,24,jul,62,1,-1,0,unknown,no
53,retired,married,secondary,no,-27,no,no,unknown,13,may,209,9,-1,0,unknown,no
43,blue-collar,married,primary,no,4998,yes,no,unknown,14,may,93,4,-1,0,unknown,no
29,blue-collar,married,secondary,no,484,yes,no,unknown,26,may,629,2,-1,0,unknown,no
37,technician,married,secondary,no,1784,yes,no,cellular,6,may,372,1,-1,0,unknown,no
33,management,single,tertiary,no,-359,no,no,telephone,29,aug,59,2,-1,0,unknown,no
43,management,divorced,tertiary,no,-166,yes,yes,cellular,26,aug,176,2,-1,0,unknown,no
60,blue-collar,married,secondary,no,576,no,no,cellular,22,may,190,1,-1,0,unknown,no
41,technician,married,secondary,no,0,no,no,cellular,28,jan,411,2,156,8,other,no
37,management,married,tertiary,no,9895,yes,no,cellular,20,nov,352,3,-1,0,unknown,no
41,management,married,secondary,no,1471,yes,no,cellular,18,nov,233,2,-1,0,unknown,no
41,services,married,primary,no,450,yes,no,cellular,17,apr,122,1,338,2,failure,no
48,management,married,tertiary,no,4852,no,no,cellular,26,aug,41,11,-1,0,unknown,no
35,blue-collar,married,secondary,no,-184,yes,no,telephone,12,may,155,2,-1,0,unknown,no
36,entrepreneur,married,secondary,no,0,yes,no,cellular,29,jan,344,3,-1,0,unknown,no
51,technician,married,secondary,no,1186,yes,no,unknown,3,jun,450,3,-1,0,unknown,no
30,management,single,tertiary,no,3473,no,no,cellular,12,mar,1209,2,-1,0,unknown,yes
75,retired,married,primary,no,2970,no,no,cellular,12,aug,641,1,-1,0,unknown,yes
60,retired,divorced,tertiary,no,-79,yes,no,unknown,2,jun,49,1,-1,0,unknown,no
56,management,married,tertiary,no,0,no,no,cellular,17,nov,194,1,-1,0,unknown,no
30,admin.,married,tertiary,no,0,yes,no,cellular,24,jul,209,2,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,21,aug,218,2,-1,0,unknown,no
56,technician,married,secondary,no,1093,no,no,cellular,7,aug,89,4,-1,0,unknown,no
46,management,married,secondary,no,430,yes,no,cellular,18,nov,91,1,-1,0,unknown,no
56,management,divorced,tertiary,no,505,no,no,cellular,9,feb,108,2,199,3,other,no
36,blue-collar,single,secondary,no,110,no,no,cellular,8,jul,291,2,-1,0,unknown,no
41,management,married,tertiary,no,1897,yes,no,unknown,19,may,335,3,-1,0,unknown,no
43,technician,married,secondary,no,328,no,no,cellular,22,aug,79,2,-1,0,unknown,no
55,housemaid,married,primary,no,17,no,no,cellular,7,aug,196,2,-1,0,unknown,no
31,admin.,married,secondary,no,413,yes,no,unknown,14,may,574,2,-1,0,unknown,no
34,services,married,tertiary,no,1442,no,no,cellular,11,dec,234,1,-1,0,unknown,no
40,unemployed,divorced,secondary,no,193,yes,no,cellular,7,may,195,1,357,1,failure,no
55,housemaid,divorced,tertiary,no,1241,no,no,cellular,21,nov,48,7,154,5,failure,no
47,blue-collar,married,primary,no,-12,yes,no,unknown,5,may,18,1,-1,0,unknown,no
35,services,married,secondary,no,437,yes,no,unknown,26,may,240,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,458,yes,no,unknown,12,may,177,3,-1,0,unknown,no
25,entrepreneur,single,tertiary,no,0,no,no,unknown,25,jun,347,1,-1,0,unknown,no
31,unemployed,single,tertiary,no,498,no,no,cellular,29,jan,264,2,-1,0,unknown,no
43,management,married,unknown,no,498,yes,no,unknown,2,jun,73,5,-1,0,unknown,no
55,entrepreneur,married,tertiary,no,12731,yes,no,cellular,16,jul,159,6,-1,0,unknown,no
50,services,married,secondary,no,1126,no,no,cellular,4,aug,679,1,-1,0,unknown,no
35,technician,married,secondary,no,840,yes,no,cellular,29,jul,281,4,-1,0,unknown,no
34,management,single,tertiary,no,318,yes,no,unknown,9,may,133,2,-1,0,unknown,no
56,technician,married,secondary,no,225,yes,no,unknown,12,jun,71,12,-1,0,unknown,no
32,management,single,tertiary,no,2619,yes,no,unknown,26,may,123,14,-1,0,unknown,no
45,technician,single,secondary,no,31,no,no,unknown,29,may,177,1,-1,0,unknown,no
43,management,married,unknown,no,0,yes,no,unknown,5,may,105,2,-1,0,unknown,no
33,services,married,secondary,no,70,yes,no,cellular,21,jul,333,3,-1,0,unknown,no
37,blue-collar,married,primary,no,11,no,no,telephone,30,jul,109,8,-1,0,unknown,no
36,blue-collar,married,primary,no,-255,yes,yes,unknown,16,jun,187,2,-1,0,unknown,no
30,admin.,married,tertiary,no,26,yes,no,cellular,16,apr,62,1,323,1,failure,no
40,services,married,primary,no,33,no,no,unknown,26,may,70,3,-1,0,unknown,no
32,management,married,tertiary,no,3154,no,no,cellular,3,jun,126,1,44,4,failure,no
63,entrepreneur,married,secondary,no,3904,no,no,telephone,8,nov,360,1,96,4,success,yes
59,management,divorced,tertiary,no,844,no,yes,unknown,27,may,100,2,-1,0,unknown,no
32,services,single,secondary,no,6983,no,no,cellular,7,aug,255,1,-1,0,unknown,yes
28,blue-collar,single,secondary,no,-545,yes,yes,cellular,15,may,322,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,2631,yes,no,unknown,14,may,76,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,262,1,-1,0,unknown,no
30,technician,single,secondary,no,938,no,no,cellular,25,jun,171,1,141,3,other,no
33,technician,single,tertiary,no,1636,yes,no,cellular,27,feb,165,1,-1,0,unknown,yes
46,services,divorced,secondary,no,124,yes,yes,cellular,12,may,81,4,-1,0,unknown,no
57,entrepreneur,married,tertiary,no,0,yes,yes,unknown,20,jun,512,2,-1,0,unknown,no
44,management,single,primary,no,4,no,no,cellular,29,jul,163,3,-1,0,unknown,no
54,management,divorced,tertiary,no,2037,no,no,cellular,2,feb,96,1,-1,0,unknown,no
51,blue-collar,married,primary,no,3754,no,yes,cellular,13,aug,202,3,-1,0,unknown,no
31,services,married,primary,no,-212,no,yes,cellular,20,nov,911,4,-1,0,unknown,no
29,technician,married,tertiary,no,409,yes,no,unknown,12,may,247,3,-1,0,unknown,no
57,services,divorced,secondary,no,1024,yes,no,unknown,26,may,360,6,-1,0,unknown,no
59,technician,divorced,secondary,no,2396,no,no,cellular,20,nov,488,1,-1,0,unknown,yes
34,management,married,tertiary,no,272,yes,no,cellular,21,jul,237,2,-1,0,unknown,no
49,technician,married,secondary,no,6312,yes,no,unknown,2,jun,93,2,-1,0,unknown,no
54,management,divorced,tertiary,no,1288,no,no,cellular,28,jan,515,3,-1,0,unknown,no
43,unemployed,married,secondary,no,948,yes,no,cellular,20,apr,199,6,-1,0,unknown,no
47,management,married,tertiary,no,2889,no,no,telephone,29,jul,259,12,-1,0,unknown,no
23,admin.,single,secondary,no,4681,yes,no,unknown,28,may,507,2,-1,0,unknown,no
35,technician,married,secondary,no,-131,yes,no,unknown,6,may,467,2,-1,0,unknown,no
38,self-employed,married,secondary,no,-17,yes,no,cellular,17,apr,110,3,326,1,other,no
27,technician,single,secondary,no,337,no,no,unknown,9,jul,23,1,-1,0,unknown,yes
50,blue-collar,married,primary,no,888,no,yes,telephone,10,jul,160,3,-1,0,unknown,no
57,retired,married,primary,yes,-1480,yes,no,unknown,2,jun,319,5,-1,0,unknown,no
54,management,married,tertiary,no,656,yes,yes,cellular,27,aug,105,6,-1,0,unknown,no
37,technician,married,tertiary,no,0,yes,no,cellular,17,nov,77,1,-1,0,unknown,no
36,blue-collar,married,primary,no,442,yes,no,cellular,17,apr,238,1,326,3,failure,no
25,entrepreneur,single,primary,no,-65,yes,no,unknown,28,may,129,2,-1,0,unknown,no
53,housemaid,married,secondary,no,1103,no,no,cellular,22,jul,274,6,-1,0,unknown,no
39,services,divorced,secondary,no,-388,yes,no,cellular,9,jul,205,2,-1,0,unknown,no
55,blue-collar,married,primary,no,835,yes,no,unknown,16,jun,40,18,-1,0,unknown,no
34,technician,divorced,secondary,no,49,no,no,cellular,8,may,142,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,190,2,326,1,other,no
35,admin.,married,secondary,no,0,no,no,unknown,12,jun,88,2,-1,0,unknown,no
32,technician,married,tertiary,no,2688,no,no,cellular,18,aug,101,1,-1,0,unknown,no
36,technician,married,secondary,no,-179,yes,no,cellular,18,nov,476,2,124,1,failure,no
41,blue-collar,single,primary,no,74,no,no,unknown,9,jul,193,4,-1,0,unknown,no
38,management,single,tertiary,no,7303,yes,no,cellular,20,apr,164,6,-1,0,unknown,no
56,unemployed,married,secondary,no,972,no,no,cellular,30,jan,52,2,-1,0,unknown,no
31,technician,single,tertiary,no,645,yes,no,cellular,6,may,14,6,-1,0,unknown,no
33,services,married,secondary,no,207,yes,no,cellular,14,may,629,4,-1,0,unknown,yes
42,management,married,tertiary,no,386,yes,no,unknown,7,may,168,1,-1,0,unknown,no
29,management,single,tertiary,no,1377,no,no,cellular,8,apr,548,2,-1,0,unknown,yes
46,management,single,tertiary,no,502,no,no,cellular,25,jul,18,2,-1,0,unknown,no
21,student,single,unknown,no,1506,no,no,cellular,14,sep,340,1,-1,0,unknown,yes
30,blue-collar,married,primary,no,145,yes,no,unknown,7,may,299,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,702,no,no,unknown,17,jun,92,2,-1,0,unknown,no
67,retired,married,secondary,no,1443,no,no,cellular,8,apr,245,1,-1,0,unknown,yes
62,housemaid,married,secondary,no,565,no,no,cellular,4,sep,123,3,-1,0,unknown,no
32,services,married,secondary,no,162,yes,no,unknown,14,may,297,2,-1,0,unknown,no
51,blue-collar,married,primary,no,507,yes,no,cellular,8,aug,85,2,-1,0,unknown,no
52,services,divorced,secondary,no,43,yes,yes,cellular,11,may,131,2,-1,0,unknown,no
35,admin.,married,secondary,no,404,yes,no,unknown,29,may,539,1,-1,0,unknown,yes
36,management,married,tertiary,no,-547,yes,no,cellular,30,apr,267,1,259,2,failure,no
32,blue-collar,single,primary,no,611,yes,no,unknown,8,may,541,3,-1,0,unknown,yes
30,student,single,secondary,no,0,yes,no,cellular,19,nov,661,1,-1,0,unknown,no
55,technician,single,secondary,no,1199,no,yes,telephone,4,may,159,10,-1,0,unknown,no
26,student,single,tertiary,no,193,no,no,cellular,3,apr,48,2,-1,0,unknown,no
41,management,married,tertiary,no,2646,no,no,cellular,30,jul,81,2,-1,0,unknown,no
41,blue-collar,married,primary,no,-45,yes,yes,unknown,9,may,121,4,-1,0,unknown,no
36,self-employed,married,tertiary,no,16430,yes,no,unknown,6,jun,197,3,-1,0,unknown,no
58,blue-collar,married,primary,no,630,yes,no,cellular,19,nov,59,1,174,1,failure,no
36,admin.,married,tertiary,no,586,yes,no,cellular,28,jan,126,1,-1,0,unknown,no
33,management,single,secondary,no,20600,no,no,cellular,20,nov,125,1,-1,0,unknown,no
37,management,married,secondary,yes,33,no,yes,cellular,17,jul,117,1,-1,0,unknown,no
45,blue-collar,single,unknown,no,713,no,no,cellular,30,jul,148,2,-1,0,unknown,no
54,management,married,tertiary,no,588,no,no,cellular,13,aug,327,1,-1,0,unknown,no
44,management,married,tertiary,no,1788,no,no,cellular,5,aug,166,2,-1,0,unknown,no
44,management,married,tertiary,no,677,yes,no,unknown,12,jun,130,2,-1,0,unknown,no
37,management,married,tertiary,no,1066,yes,no,cellular,23,jul,181,1,-1,0,unknown,no
43,services,divorced,secondary,no,957,no,yes,cellular,22,jul,145,4,-1,0,unknown,no
43,blue-collar,married,secondary,no,130,no,no,cellular,5,may,156,1,337,3,failure,no
56,technician,divorced,secondary,no,146,yes,no,cellular,5,aug,419,3,-1,0,unknown,yes
40,admin.,married,secondary,no,1395,yes,yes,cellular,7,jul,122,2,-1,0,unknown,no
44,services,married,secondary,no,-22,yes,no,unknown,15,may,37,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,706,yes,no,unknown,20,may,152,1,-1,0,unknown,no
30,admin.,divorced,secondary,no,419,no,no,cellular,3,sep,72,2,-1,0,unknown,no
32,technician,married,secondary,no,1568,no,no,cellular,12,aug,161,6,-1,0,unknown,no
25,admin.,single,secondary,no,18,yes,no,cellular,22,jul,129,1,-1,0,unknown,no
51,retired,married,secondary,no,965,yes,no,cellular,28,jan,67,1,-1,0,unknown,no
34,technician,married,secondary,no,351,yes,no,cellular,18,jul,467,1,-1,0,unknown,no
29,technician,single,secondary,no,1395,yes,no,unknown,26,may,61,1,-1,0,unknown,no
31,services,married,secondary,no,640,yes,no,cellular,14,may,411,2,-1,0,unknown,no
34,management,married,tertiary,no,415,no,yes,cellular,23,jul,361,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,230,yes,no,unknown,5,jun,175,7,-1,0,unknown,no
49,entrepreneur,divorced,tertiary,no,1342,yes,yes,cellular,18,nov,89,1,-1,0,unknown,no
34,blue-collar,married,tertiary,no,20,no,no,unknown,4,oct,10,1,-1,0,unknown,no
35,technician,married,secondary,no,700,yes,no,unknown,23,may,240,2,-1,0,unknown,no
33,technician,married,secondary,no,74,no,no,cellular,29,aug,94,2,-1,0,unknown,no
31,blue-collar,married,primary,no,224,yes,no,unknown,20,jun,20,19,-1,0,unknown,no
35,admin.,divorced,secondary,no,869,yes,no,unknown,29,may,173,1,-1,0,unknown,no
57,retired,married,primary,no,1238,yes,no,cellular,15,jul,274,1,-1,0,unknown,no
53,services,married,secondary,no,10749,yes,no,unknown,14,may,221,1,-1,0,unknown,no
47,admin.,married,secondary,no,3070,no,no,cellular,7,aug,663,4,-1,0,unknown,yes
41,services,single,secondary,no,-68,yes,no,cellular,3,apr,100,3,-1,0,unknown,no
24,blue-collar,single,secondary,no,0,yes,no,unknown,19,may,202,1,-1,0,unknown,no
